Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10701,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09
10702,Shin Megami Tensei,PS,2001.0,Role-Playing,Atlus,0.0,0.0,0.09,0.01,0.09
10703,Trivial Pursuit unhinged,XB,2004.0,Misc,Atari,0.07,0.02,0.0,0.0,0.09
10704,U-Sing  2,Wii,2010.0,Misc,Mindscape,0.0,0.08,0.0,0.01,0.09
10705,Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,0.09
10706,The Revenge of Shinobi,GBA,2002.0,Platform,Atari,0.07,0.02,0.0,0.0,0.09
10707,Bloody Roar 4,PS2,2003.0,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
10708,Playmobil Circus,Wii,2009.0,Action,Mindscape,0.06,0.02,0.0,0.01,0.09
10709,Let's Ride! Silver Buckle Stables,PS2,2006.0,Sports,THQ,0.05,0.04,0.0,0.01,0.09
10710,Star Wars: Empire at War - Gold Pack,PC,2007.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.09
10711,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09
10712,Cabela's Big Game Hunter,GBA,2002.0,Sports,Activision Value,0.07,0.02,0.0,0.0,0.09
10713,Import Tuner Challenge (American sales),X360,2006.0,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09
10714,I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
10715,Truth or Lies,PS3,2010.0,Misc,THQ,0.06,0.02,0.0,0.01,0.09
10716,WSC Real 11: World Snooker Championship,PS3,2011.0,Sports,Koch Media,0.0,0.07,0.0,0.02,0.09
10717,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10718,Crash Boom Bang!,DS,2006.0,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09
10719,Dragon Tales: Dragon Seek,PS,2000.0,Platform,Ubisoft,0.05,0.03,0.0,0.01,0.09
10720,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09
10721,Tom Clancy's EndWar,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09
10722,Yourself Fitness,XB,2004.0,Sports,responDESIGN,0.07,0.02,0.0,0.0,0.09
10723,Tak: The Great Juju Challenge,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.01,0.09
10724,NBA 2K16,PC,2015.0,Sports,Take-Two Interactive,0.02,0.06,0.0,0.01,0.09
10725,Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09
10726,NHL 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09
10727,Black & White 2,PC,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09
10728,GripShift,PSP,2005.0,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09
10729,Jenga World Tour,DS,2007.0,Misc,Atari,0.09,0.0,0.0,0.01,0.09
10730,Riviera: The Promised Land,PSP,2006.0,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09
10731,The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10732,Get Fit with Mel B,Wii,2010.0,Sports,Black Bean Games,0.03,0.05,0.0,0.01,0.09
10733,Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.01,0.09
10734,Resident Evil Chronicles HD,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.09,0.0,0.09
10735,Wonder World Amusement Park,DS,2009.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
10736,Return Fire,PS,1996.0,Strategy,Time Warner Interactive,0.05,0.03,0.0,0.01,0.09
10737,Lock's Quest,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.01,0.09
10738,Transformers: Devastation,X360,2015.0,Action,Activision,0.06,0.02,0.0,0.01,0.09
10739,Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
10740,Bomberman Max 2: Blue Advance,GBA,2002.0,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09
10741,Dora's Big Birthday Adventure,DS,2010.0,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09
10742,Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,0.09
10743,Pillow Pets,DS,2011.0,Adventure,GameMill Entertainment,0.09,0.0,0.0,0.01,0.09
10744,SingStar: Made In Germany,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09
10745,Kawasaki Quad Bikes,Wii,2007.0,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,0.09
10746,Shrek SuperSlam,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.0,0.09
10747,Rapid Reload,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.09
10748,New Legends,XB,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09
10749,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09
10750,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,D3Publisher,0.08,0.0,0.0,0.01,0.09
10751,Island Xtreme Stunts,PS2,2002.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09
10752,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09
10753,Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.04,0.03,0.0,0.01,0.09
10754,Young Justice: Legacy,PS3,2013.0,Action,Namco Bandai Games,0.06,0.02,0.0,0.01,0.09
10755,Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09
10756,Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09
10757,Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09
10758,Running Wild,PS,1997.0,Racing,989 Studios,0.05,0.03,0.0,0.01,0.09
10759,Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
10760,Brigandine: The Legend of Forsena,PS,1998.0,Strategy,Atlus,0.05,0.03,0.0,0.01,0.09
10761,Pro Evolution Soccer 2012,PC,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09
10762,MX SuperFly featuring Ricky Carmichael,GC,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09
10763,Disney's The Haunted Mansion,XB,2003.0,Platform,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
10764,Sound Novel Machi,SAT,1998.0,Adventure,ChunSoft,0.0,0.0,0.09,0.0,0.09
10765,FIFA 2001: Major League Soccer,PS2,2000.0,Sports,Electronic Arts,0.0,0.0,0.09,0.0,0.09
10766,I Love Puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,0.09
10767,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10768,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09
10769,JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09
10770,Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09
10771,Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09
10772,NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
10773,Challenge Me: Brain Puzzles 2,DS,2010.0,Puzzle,O-Games,0.05,0.04,0.0,0.01,0.09
10774,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
10775,Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,0.09
10776,Blood of Bahamut,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09
10777,Damnation,PS3,2009.0,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09
10778,DaGeDar,DS,2011.0,Action,GameMill Entertainment,0.09,0.0,0.0,0.01,0.09
10779,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10780,Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,2001.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09
10781,Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.05,0.0,0.02,0.09
10782,Top Gun: Firestorm Advance,GBA,2002.0,Shooter,Titus,0.07,0.02,0.0,0.0,0.09
10783,Justice League Heroes,DS,2006.0,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
10784,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09
10785,Disney Art Academy,3DS,2016.0,Action,Nintendo,0.01,0.01,0.07,0.0,0.09
10786,Pipe Mania,DS,2008.0,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,0.09
10787,NERF N-Strike: Double Blast Bundle,Wii,2010.0,Shooter,Electronic Arts,0.09,0.0,0.0,0.0,0.09
10788,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09
10789,Sega Casino,DS,2005.0,Misc,Sega,0.08,0.0,0.0,0.01,0.09
10790,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,0.06,0.02,0.0,0.01,0.09
10791,Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09
10792,Junior Mystery Quest,DS,2011.0,Puzzle,GSP,0.07,0.01,0.0,0.01,0.09
10793,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.02,0.09
10794,Family GameShow,Wii,2009.0,Misc,Zushi Games,0.08,0.0,0.0,0.01,0.09
10795,Great Party Games,Wii,2010.0,Misc,O-Games,0.0,0.08,0.0,0.01,0.09
10796,Seven: Molmorth no Kiheitai,PS2,2000.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10797,Doraemon: Nobita to Midori no Kyojinden DS,DS,2008.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09
10798,Jimmie Johnson's Anything With an Engine,X360,2011.0,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09
10799,Hello Kitty's Cube Frenzy,PS,1998.0,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01,0.09
10800,Are You Smarter Than a 5th Grader? Back to School,DS,2010.0,Misc,THQ,0.08,0.0,0.0,0.01,0.09
10801,Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09
10802,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10803,Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,The Adventure Company,0.07,0.02,0.0,0.01,0.09
10804,World Championship Games: A Track & Field Event,DS,2008.0,Sports,Ghostlight,0.08,0.0,0.0,0.01,0.09
10805,Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09
10806,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09
10807,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09
10808,Cardfight!! Vanguard: Ride to Victory,3DS,2013.0,Misc,FuRyu,0.0,0.0,0.09,0.0,0.09
10809,Last Rebellion,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09
10810,How to Train Your Dragon 2,WiiU,2014.0,Adventure,Little Orbit,0.04,0.05,0.0,0.01,0.09
10811,Quantum Theory,X360,2010.0,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09
10812,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10813,Reading Training,DS,2007.0,Misc,Benesse,0.01,0.0,0.08,0.0,0.09
10814,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006.0,Misc,Sega,0.0,0.0,0.09,0.0,0.09
10815,Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.01,0.09
10816,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09
10817,Carnival Games: Wild West 3D,3DS,2011.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.01,0.09
10818,Ochaken no Heya DS 2,DS,2007.0,Simulation,MTO,0.0,0.0,0.09,0.0,0.09
10819,Ratchet & Clank Future: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.01,0.06,0.0,0.02,0.09
10820,V-Rally Edition 99,N64,1998.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
10821,Saikyou Habu Shogi,N64,1996.0,Misc,Seta Corporation,0.0,0.0,0.06,0.03,0.09
10822,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09
10823,Golden Nugget 64,N64,1998.0,Misc,Electronic Arts,0.07,0.02,0.0,0.0,0.09
10824,Robotron 64,N64,1998.0,Shooter,GT Interactive,0.07,0.02,0.0,0.0,0.09
10825,Batman Beyond: Return of the Joker,N64,2000.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.09
10826,Inazuma Eleven 3,3DS,2013.0,Role-Playing,Nintendo,0.0,0.08,0.0,0.01,0.09
10827,Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,Valcon Games,0.08,0.0,0.0,0.01,0.09
10828,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006.0,Role-Playing,Takara Tomy,0.0,0.0,0.09,0.0,0.09
10829,Tunnel B1,PS,1996.0,Action,Ocean,0.05,0.03,0.0,0.01,0.09
10830,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,0.06,0.02,0.0,0.0,0.09
10831,Winter Stars,PS3,2011.0,Sports,Deep Silver,0.01,0.06,0.0,0.02,0.09
10832,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
10833,Porsche Challenge,PS,1997.0,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09
10834,Dragon Ball Z: Shin Butouden,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10835,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09
10836,Super Robot Taisen MX Portable,PSP,2005.0,Strategy,Banpresto,0.0,0.0,0.09,0.0,0.09
10837,Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09
10838,Detana TwinBee Yahho! Deluxe Pack,PS,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09
10839,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012.0,Role-Playing,Acquire,0.0,0.0,0.09,0.0,0.09
10840,Super Robot Wars OG: The Moon Dwellers,PS4,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10841,Uta no Prince-Sama: Music 2,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09
10842,Jambo! Safari Animal Rescue,Wii,2009.0,Simulation,Sega,0.07,0.01,0.0,0.01,0.09
10843,Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09
10844,"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,2007.0,Role-Playing,D3Publisher,0.0,0.0,0.09,0.0,0.09
10845,Bleach: Heat the Soul 6,PSP,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
10846,Roary the Racing Car,DS,2009.0,Misc,Avanquest,0.0,0.08,0.0,0.01,0.09
10847,Ski and Shoot,Wii,2008.0,Sports,RTL,0.04,0.04,0.0,0.01,0.09
10848,Mugen Keitai Disgaea,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
10849,Scrabble,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.01,0.09
10850,Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
10851,Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,PQube,0.0,0.0,0.09,0.0,0.09
10852,Tornado Outbreak,PS3,2009.0,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09
10853,Mystic Heroes,GC,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09
10854,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.09,0.0,0.09
10855,Defender,XB,2002.0,Misc,Midway Games,0.07,0.02,0.0,0.0,0.09
10856,The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09
10857,MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
10858,Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09
10859,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.08,0.0,0.0,0.01,0.09
10860,Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
10861,Clockwork Knight,SAT,1994.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09
10862,MotoGP 14,X360,2014.0,Racing,Milestone S.r.l.,0.04,0.04,0.0,0.01,0.09
10863,Freestyle Metal X,PS2,2003.0,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09
10864,Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
10865,Sidewinder Max,PS2,2000.0,Simulation,Asmik Ace Entertainment,0.0,0.0,0.09,0.0,0.09
10866,The $1 Pyramid,Wii,2011.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09
10867,Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.0,0.06,0.01,0.02,0.09
10868,Kenka Banchou 2: Full Throttle,PS2,2007.0,Action,Spike,0.0,0.0,0.09,0.0,0.09
10869,Zoids Assault,X360,2007.0,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09
10870,Pro Yaky? Spirits 2014,PSP,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10871,Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09
10872,The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09
10873,Spider-Man: Edge of Time,Wii,2011.0,Action,Activision,0.06,0.02,0.0,0.01,0.09
10874,Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09
10875,Karaoke Revolution Presents American Idol Encore 2,X360,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09
10876,Atelier Totori: The Adventurer of Arland,PSV,2012.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09
10877,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
10878,No More Heroes: Red Zone,PS3,2011.0,Action,Marvelous Interactive,0.0,0.0,0.09,0.0,0.09
10879,Game Hits!,DS,2010.0,Misc,Foreign Media Games,0.07,0.01,0.0,0.01,0.09
10880,Bakugan: Rise of the Resistance,DS,2011.0,Strategy,Activision,0.06,0.02,0.0,0.01,0.09
10881,The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09
10882,Battle Stadium D.O.N,GC,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10883,Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09
10884,Karaoke Revolution Presents American Idol Encore,PS3,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09
10885,Crysis: Maximum Edition,PC,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.09
10886,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10887,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.01,0.09
10888,Kurikin: Nano Island Story,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09
10889,Transworld Snowboarding,XB,2002.0,Sports,Atari,0.07,0.02,0.0,0.0,0.09
10890,NFL Blitz 20-02,GC,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
10891,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
10892,Data East Arcade Classics,Wii,2010.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
10893,World Soccer Winning Eleven 8 International,XB,2004.0,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09
10894,Test Drive: Eve of Destruction,XB,2004.0,Racing,Atari,0.07,0.02,0.0,0.0,0.09
10895,Crimson Sea,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09
10896,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007.0,Fighting,Takara Tomy,0.0,0.0,0.09,0.0,0.09
10897,The Weakest Link,PS,2001.0,Misc,Activision,0.05,0.03,0.0,0.01,0.09
10898,Dreamer Series: Teacher,DS,2009.0,Simulation,Deep Silver,0.08,0.0,0.0,0.01,0.09
10899,Lethal Enforcers,SNES,1993.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10900,Knights in the Nightmare,DS,2008.0,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.09
10901,Romance of the Three Kingdoms XII,PS3,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
10902,El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.01,0.09
10903,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
10904,Back to the Future: The Game,PS3,2011.0,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09
10905,Hyperdimension Neptunia Re;Birth 2,PSV,2014.0,Action,Idea Factory International,0.05,0.02,0.0,0.02,0.09
10906,The Suffering: Ties That Bind,XB,2005.0,Action,Midway Games,0.07,0.02,0.0,0.0,0.09
10907,Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
10908,Little League World Series Baseball: Double Play,Wii,2010.0,Sports,Activision,0.08,0.0,0.0,0.01,0.09
10909,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
10910,Harvest Moon: Boy & Girl,PSP,2005.0,Simulation,Marvelous Interactive,0.08,0.0,0.0,0.01,0.09
10911,Mahjong Cub3D,3DS,2011.0,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09
10912,F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.01,0.07,0.0,0.01,0.09
10913,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
10914,Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.09
10915,The Ant Bully,Wii,2006.0,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
10916,MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
10917,RollerCoaster Tycoon 3: Platinum,PC,2005.0,Strategy,Atari,0.01,0.06,0.0,0.01,0.09
10918,Age of Mythology,PC,2002.0,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09
10919,Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,Capcom,0.0,0.0,0.09,0.0,0.09
10920,Shrek Smash n' Crash Racing,PSP,2006.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09
10921,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.04,0.04,0.0,0.01,0.09
10922,Digimon World Re:Digitize Decode,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
10923,The Bachelor: The Videogame,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.0,0.0,0.01,0.09
10924,Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09
10925,Digimon World 4,GC,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
10926,Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,0.04,0.04,0.0,0.01,0.09
10927,Jumper: Griffin's Story,Wii,2008.0,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
10928,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008.0,Misc,Ubisoft,0.07,0.01,0.0,0.01,0.09
10929,Star Wars: Empire at War,PC,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09
10930,Ford Racing 3,XB,2004.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
10931,MLB SlugFest Loaded,XB,2004.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
10932,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,Activision,0.07,0.02,0.0,0.0,0.09
10933,Sotsugyou Crossworld,PS,1996.0,Simulation,Hearty Robin,0.0,0.0,0.08,0.01,0.09
10934,R: Racing Evolution,XB,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.09
10935,Bionicle,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09
10936,Bomberman Land Touch!,DS,2006.0,Puzzle,Rising Star Games,0.04,0.0,0.04,0.0,0.09
10937,Battle Fantasia,X360,2008.0,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09
10938,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.01,0.09
10939,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.09
10940,ShellShock 2: Blood Trails,X360,2009.0,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09
